symbol,date,strategy,side,entry_time,entry,stop,target,exit_time,exit,outcome,pnl_pct,risk_pct,r_multiple
NKE,2026-06-26,orb,1,09:45:00,40.619999,40.3099995,41.23999799999999,11:20:00,41.23999799999999,target,0.014663392793288588,0.007631696396644333,1.9213805202911507
NKE,2026-07-01,orb,1,10:00:00,42.25,41.1800005,44.389999,15:55:00,43.130001,eod,0.020228426035502945,0.02532543195266276,0.7987396255792626
SBUX,2026-06-18,orb,1,12:45:00,101.43,100.4799995,103.33000100000001,15:50:00,100.4799995,stop,-0.009966070196194398,0.009366070196194435,-1.0640610189152493
BABA,2026-06-11,orb,1,13:30:00,111.599998,110.924999,112.949996,15:55:00,112.68,eod,0.009077437449416404,0.0060483782445945895,1.5008051881558289
BABA,2026-06-26,orb,1,09:45:00,93.93,92.95999900000001,95.870002,15:55:00,94.830002,eod,0.00898162461407408,0.010326849781752329,0.8697351858399957
NIO,2026-06-01,orb,1,09:45:00,6.0,5.859999999999999,6.280000000000001,15:55:00,5.975,eod,-0.004766666666666763,0.023333333333333428,-0.20428571428571757
RIVN,2026-06-01,orb,1,11:05:00,16.85,16.375,17.800000000000004,15:55:00,16.940001,eod,0.004741305637982075,0.02818991097922857,0.16819157894736364
RIVN,2026-07-02,orb,1,09:45:00,18.58,18.1949995,19.350000999999992,09:50:00,19.350000999999992,target,0.04084246501614601,0.020721232508073024,1.9710441934490974
LCID,2026-06-03,orb,1,10:30:00,6.01,5.9350000000000005,6.159999999999998,11:05:00,5.9350000000000005,stop,-0.013079201331114686,0.01247920133111469,-1.0480800000000001
LCID,2026-06-11,orb,1,10:10:00,4.74,4.605,5.01,15:30:00,5.01,target,0.05636202531645555,0.028481012658227802,1.9789333333333314
LCID,2026-06-29,orb,1,10:05:00,6.21,6.0649999999999995,6.500000000000001,14:55:00,6.500000000000001,target,0.04609887278582951,0.02334943639291473,1.9743034482758643
LCID,2026-06-30,orb,1,10:00:00,6.48,6.405,6.630000000000001,10:05:00,6.405,stop,-0.01217407407407407,0.011574074074074101,-1.0518399999999972
AAL,2026-06-16,orb,1,10:15:00,16.09,15.835,16.599999999999998,11:40:00,15.835,stop,-0.016448353014294547,0.01584835301429453,-1.037858823529413
AAL,2026-06-24,orb,1,10:20:00,16.98,16.7100005,17.519999000000002,15:55:00,17.440001,eod,0.026490753828032943,0.015901030624263887,1.6659771592169543
